Index,CO2,Temperature,Humidity,Pressure,Gas
139,1090,24.2637890625,71.49750847068582,1005.3655938346542,11783
140,1090,24.2665234375,71.50482724295658,1005.371694776571,11882
141,1090,24.2684765625,71.49828963504628,1005.3695076472386,11840
142,1091,24.2712109375,71.4781571374411,1005.3720843710558,11915
143,1091,24.274140625,71.47864529616517,1005.3802573582035,11849
144,1091,24.27453125,71.49243571432564,1005.3808771938232,11857
145,1092,24.2751171875,71.49253336174922,1005.3765205807124,11898
146,1092,24.275703125,71.45831919549123,1005.366877588511,11915
147,1093,24.2766796875,71.45848188703994,1005.3596165248807,11923
148,1093,24.2798046875,71.46586450072195,1005.3592886908049,11973
149,1093,24.281953125,71.45249864490091,1005.3574112716068,11940
150,1093,24.284296875,71.45288910511493,1005.3717030451049,11982
151,1093,24.2864453125,71.43952395298264,1005.3698256105876,12118
152,1093,24.2864453125,71.43952395298264,1005.3786363754307,12015
153,1093,24.2860546875,71.43945888323806,1005.3762543984454,12109
154,1093,24.288984375,71.42622461255432,1005.3685679597908,12135
155,1093,24.28859375,71.4330205905816,1005.3732346191011,12032
156,1093,24.29015625,71.41955895301442,1005.3686652475001,12187
157,1093,24.2930859375,71.42690778335822,1005.3733138689979,12109
158,1093,24.2930859375,71.42004690120797,1005.3768382113224,12126
159,1094,24.2942578125,71.42024208456228,1005.3822220170248,12213
160,1094,24.2958203125,71.41364162909882,1005.3758904078239,12135
161,1094,24.29796875,71.42086018055285,1005.3757750277011,12170
162,1094,24.3008984375,71.41448740530917,1005.3751370588284,12205
163,1094,24.3028515625,71.42853449537844,1005.3711873262682,12187
164,1094,24.3055859375,71.44271268762195,1005.3737637760019,12257
165,1094,24.3065625,71.4497370633577,1005.3770755019458,12284
166,1094,24.3096875,71.4639818133154,1005.378509537807,12231
167,1094,24.310078125,71.45032286334326,1005.3756049092157,12275
168,1096,24.3106640625,71.47100690771617,1005.3835834941601,12257
169,1096,24.31125,71.47110456398887,1005.3774643236852,12266
170,1096,24.309296875,71.4501926837567,1005.3778897310347,12257
171,1096,24.3102734375,71.46407946184378,1005.3776770298059,12301
172,1096,24.31125,71.42307250496599,1005.3774643236852,12310
173,1096,24.3087109375,71.4295106002401,1005.3769600210296,12275
174,1096,24.3087109375,71.45009504974628,1005.3804844491264,12400
175,1096,24.308125,71.4362742533325,1005.3883657994724,12391
176,1096,24.308125,71.4225519311303,1005.3918902254329,12382
177,1096,24.3087109375,71.4295106002401,1005.3910577353957,12391
178,1096,24.307734375,71.41562601927419,1005.3859837735886,12418
179,1095,24.308125,71.41569108532303,1005.3830791611498,12373
180,1095,24.310078125,71.40915576125656,1005.3808915625069,12373
181,1095,24.308515625,71.38831485229542,1005.3801745447348,12427
182,1095,24.309296875,71.39530496812952,1005.3796519466871,12445
183,1095,24.312421875,71.38896534894916,1005.3793237388894,12500
184,1095,24.3106640625,71.38181279806855,1005.3818212745861,12427
185,1096,24.3122265625,71.36149471566661,1005.3825382838154,12536
186,1096,24.3141796875,71.36867911696243,1005.3891617803629,12463
187,1096,24.311640625,71.36825637170476,1005.3851330174423,12545
188,1096,24.310859375,71.37498570449192,1005.380368958613,12527
189,1096,24.3106640625,71.35437560328205,1005.3782968356853,12545
190,1096,24.3091015625,71.34039819642098,1005.3775798276793,12564
191,1096,24.3071484375,71.35379036885533,1005.3780052145684,12527
192,1096,24.308515625,71.34715920916693,1005.374887904359,12620
193,1096,24.310859375,71.35440811691996,1005.382131178653,12629
194,1095,24.3141796875,71.35496085865563,1005.3821128630728,12638
195,1095,24.3175,71.36923195417117,1005.3891434517838,12610
196,1095,24.3165234375,71.35535104054128,1005.3893561695309,12648
197,1094,24.3188671875,71.36260030999733,1005.3930750204464,12610
198,1094,24.321015625,71.34238133954167,1005.3964839696995,12610
199,1094,24.321015625,71.34238133954167,1005.3859104800741,12648
200,1094,24.3219921875,71.34254390292134,1005.3874599868241,12620
201,1094,24.32296875,71.34270646791671,1005.3925340012648,12629
202,1094,24.32140625,71.32872962080496,1005.3935792798542,12657
203,1094,24.320625,71.33545784663335,1005.392339665883,12592
204,1094,24.322578125,71.3220666005136,1005.3936764487231,12676
205,1094,24.3216015625,71.32876212896329,1005.3974136835606,12723
206,1094,24.3200390625,71.31478619400899,1005.3966966928231,12657
207,1094,24.3231640625,71.3153062527746,1005.3998929214206,12685
208,1094,24.3221875,71.3014286522137,1005.3965811458372,12666
209,1094,24.3219921875,71.31511122879911,1005.3980334929033,12742
210,1094,24.32140625,71.30815608141292,1005.3918170304453,12761
211,1095,24.32453125,71.30867611127161,1005.3950132227167,12742
212,1095,24.3282421875,71.3092936682104,1005.3868032336849,12790
213,1095,24.33078125,71.323431920207,1005.389069644415,12819
214,1095,24.33234375,71.32369199402319,1005.3950733915814,12752
215,1095,24.331953125,71.30991124847077,1005.3944535921432,12752
216,1095,24.333515625,71.31702906557462,1005.386359095597,12723
217,1096,24.335078125,71.32414713315106,1005.3906005554646,12809
218,1096,24.33859375,71.32473233063587,1005.3908918205473,12752
219,1096,24.340546875,71.31819938153664,1005.3834169723127,12790
220,1096,24.3411328125,71.33887176612009,1005.3772974400273,12819
221,1096,24.3430859375,71.33919693846218,1005.3821586570358,12771
222,1096,24.34328125,71.34608818610731,1005.3736570059497,12857
223,1096,24.3458203125,71.33965219059478,1005.3794478777585,12848
224,1096,24.3471875,71.36731618350761,1005.3798547863255,12819
225,1097,24.3481640625,71.35376020005248,1005.3849288769217,12828
226,1097,24.3512890625,71.34742155553566,1005.3881247953411,12877
227,1097,24.354609375,71.34111558677877,1005.3845812316302,12886
228,1097,24.3555859375,71.34813706682814,1005.3914176989015,12857
229,1097,24.3571484375,71.34153837002918,1005.3974215104777,12926
230,1097,24.358125,71.33484229029119,1005.3972086147384,12819
231,1098,24.3587109375,71.3349398513968,1005.4016629893833,12945
232,1098,24.3618359375,71.34231892163146,1005.3995718146386,12916
233,1098,24.3637890625,71.34950312974958,1005.4061954438461,12906
234,1099,24.367890625,71.37076450932123,1005.4021288953004,12985
235,1099,24.3719921875,71.35772857900733,1005.3910126693331,12926
236,1099,24.3751171875,71.36510861220117,1005.3906836116552,12926
237,1100,24.37765625,71.36553157174653,1005.387662463192,12994
238,1100,24.380390625,71.36598707884804,1005.3831887300544,12965
239,1100,24.3829296875,71.36641006106217,1005.3907419718987,12975
240,1101,24.38546875,71.36683305419024,1005.4018200958159,12955
241,1101,24.3883984375,71.36046146431907,1005.3976561503488,13034
242,1101,24.3876171875,71.33289476485497,1005.3946542051152,12906
243,1103,24.3864453125,71.33269959944693,1005.3892700827187,13044
244,1103,24.38703125,71.32593857615888,1005.3884372847355,12916
245,1103,24.3864453125,71.30526646484947,1005.3892700827187,12975
246,1103,24.38546875,71.31196183106867,1005.3841958502013,13024
247,1103,24.38390625,71.30484373197794,1005.3870041052025,13034
248,1103,24.3844921875,71.28436870851506,1005.3949834240077,13064
249,1102,24.3844921875,71.28436870851506,1005.4020331126042,13094
250,1102,24.38703125,71.29164870036057,1005.4025367163292,13064
251,1102,24.3899609375,71.29899400640528,1005.4071849300509,13165
252,1102,24.39015625,71.29216893270339,1005.3969201842847,13054
253,1102,24.3926953125,71.27202003365284,1005.3938988192643,13104
254,1103,24.395234375,71.28615690592378,1005.3961647558126,13175
255,1103,24.398359375,71.27981987989092,1005.3958353875754,13216
256,1103,24.400703125,71.2802100432443,1005.3977914137272,13064
257,1103,24.4003125,71.29385980189247,1005.3918842702074,13054
258,1103,24.4003125,71.28700230354404,1005.3989341312288,13145
259,1103,24.3997265625,71.29376224700485,1005.4032918996152,13185
260,1103,24.3981640625,71.28664462999781,1005.3990504322613,13175
261,1103,24.3989453125,71.30048986742526,1005.3967650104576,13104
262,1103,24.4012890625,71.28716488500908,1005.4057709086777,13185
263,1103,24.4040234375,71.28076279056201,1005.4101091776693,13185
264,1103,24.4071484375,71.27442588323123,1005.4027298122251,13185
265,1103,24.4091015625,71.2541807469658,1005.4075910329044,13267
266,1103,24.411640625,71.25460335288429,1005.4080943993976,13257
267,1103,24.410078125,71.22691914610546,1005.4038529244241,13216
268,1103,24.4106640625,71.22701664341133,1005.3959700721535,13278
269,1103,24.411640625,71.20661318755181,1005.397519419966,13236
270,1103,24.410078125,71.19949836861583,1005.4038529244241,13195
271,1103,24.41125,71.1791298925527,1005.4092371493934,13206
272,1103,24.4126171875,71.18621155703784,1005.4043562658585,13267
273,1103,24.41125,71.17227584057872,1005.4004246713998,13257
274,1103,24.4106640625,71.16532456195951,1005.4030200471415,13206
275,1102,24.4094921875,71.16512969005647,1005.4011608172739,13216
276,1102,24.4118359375,71.17237328476519,1005.3995917865036,13195
277,1101,24.4118359375,71.1792273435245,1005.4031167805795,13185
278,1101,24.4126171875,71.17250321124908,1005.4008312673948,13319
279,1101,24.4153515625,71.1866663711798,1005.3998819329631,13298
280,1101,24.41515625,71.17292547944047,1005.396047052172,13278
281,1101,24.414375,71.17279554960659,1005.4000950925833,13247
282,1101,24.4141796875,71.17276306730918,1005.3980227199132,13319
283,1101,24.4137890625,71.17269810290763,1005.4009279869427,13298
284,1101,24.4122265625,71.19300106825436,1005.4072615197779,13267
285,1101,24.4137890625,71.17955218428511,1005.4150280084441,13226
286,1101,24.413203125,71.17945473138043,1005.4123358845302,13288
287,1101,24.414375,71.15908800380663,1005.4194826407016,13298
288,1101,24.4137890625,71.15899057067908,1005.4167905115032,13226
289,1101,24.4126171875,71.1587957061631,1005.4131687634613,13236
290,1101,24.41359375,71.16581175186334,1005.4147181342296,13371
291,1101,24.4137890625,71.13843084865233,1005.4115030025737,13267
292,1101,24.41359375,71.1521046445096,1005.4182431393332,13236
293,1101,24.4128125,71.13826849532431,1005.4205286393357,13267
294,1101,24.411640625,71.13122087801375,1005.4186693817993,13371
295,1101,24.411640625,71.12436829274743,1005.4151443873353,13361
296,1101,24.4118359375,71.12440075837375,1005.4172167601828,13413
297,1101,24.4118359375,71.13125334590212,1005.4084042723119,13319
298,1100,24.414375,71.12482281737559,1005.4071451089258,13350
299,1100,24.416328125,71.12514748555124,1005.4190563750849,13288
300,1101,24.417890625,71.11170253994331,1005.4180103427418,13455
301,1101,24.4192578125,71.11878203657233,1005.4113668681042,13361
302,1101,24.41984375,71.11202717446345,1005.4193465594919,13477
303,1100,24.4192578125,71.11192978343144,1005.4148919038644,13382
304,1100,24.4184765625,71.1049478957062,1005.4083648688855,13361
305,1100,24.41984375,71.11202717446345,1005.4122964810598,13361
306,1101,24.4188671875,71.10501281795683,1005.4089846095761,13371
307,1101,24.4175,71.09793377877531,1005.4121030562227,13392
308,1101,24.4169140625,71.0978364036348,1005.4146984636347,13350
309,1101,24.4159375,71.0908225288641,1005.4096240819237,13413
310,1101,24.4153515625,71.08387379486041,1005.4104569739311,13434
311,1101,24.4159375,71.0839711548819,1005.4113865906033,13382
312,1101,24.414375,71.07686038373723,1005.4089076132176,13424
313,1101,24.4122265625,71.07650343037385,1005.4090240182014,13466
314,1101,24.4102734375,71.0693280460515,1005.4076877825875,13466
315,1101,24.4110546875,71.06945783474961,1005.4089272759916,13392
316,1101,24.4102734375,71.0693280460515,1005.4147377554979,13455
317,1101,24.410078125,71.06929559903789,1005.4214778520407,13487
318,1101,24.410078125,71.06929559903789,1005.4214778520407,13498
319,1101,24.4102734375,71.0693280460515,1005.4200252360472,13350
320,1101,24.411640625,71.06955517694897,1005.4239568741141,13434
321,1101,24.4126171875,71.08341945575286,1005.4237437633076,13424
322,1101,24.4128125,71.05604865874555,1005.4311036444533,13466
323,1101,24.4157421875,71.06338584736812,1005.4251767863792,13392
324,1102,24.4169140625,71.06358052803846,1005.428798558642,13392
325,1102,24.4192578125,71.06396989632877,1005.4254670131252,13424
326,1103,24.4188671875,71.05705443374988,1005.4266097798826,13466
327,1103,24.421015625,71.07111273091058,1005.4247308454084,13541
328,1103,24.4204296875,71.05731399862742,1005.4202761792124,13477
329,1103,24.4204296875,71.06416458394871,1005.4255637438391,13487
330,1103,24.4208203125,71.06422948033678,1005.4385211550742,13455
331,1103,24.4231640625,71.05776824707173,1005.4387146424108,13519
332,1103,24.424140625,71.0647811100271,1005.4402640323801,13403
333,1103,24.427265625,71.06530030789848,1005.4364093783499,13477
334,1103,24.42921875,71.06562481493226,1005.4254077674985,13519
335,1105,24.4317578125,71.05919596713352,1005.4294360979716,13455
336,1105,24.4313671875,71.06598178010036,1005.4252912513217,13509
337,1105,24.4321484375,71.06611158754609,1005.4247681800531,13530
338,1105,24.4337109375,71.07322215488733,1005.4237220255746,13466
339,1105,24.4368359375,71.08059263514443,1005.4286799348587,13519
340,1105,24.4368359375,71.08744404105491,1005.4198671025607,13552
341,1106,24.43703125,71.11488423581322,1005.4307523716175,13519
342,1106,24.438984375,71.12891410689618,1005.4303259278505,13606
343,1106,24.4383984375,71.11511152345847,1005.4329214625463,13498
344,1108,24.4378125,71.13557214883124,1005.4319918520263,13562
345,1108,24.43703125,71.14229533295217,1005.4272272371886,13573
346,1108,24.439375,71.14953840631728,1005.4238953720319,13530
347,1110,24.438984375,71.14947344339797,1005.4338510732491,13617
348,1110,24.4378125,71.14927855618522,1005.4319918520263,13606
349,1113,24.4378125,71.16983974349742,1005.4319918520263,13606
350,1113,24.44015625,71.15652187901226,1005.4357102952031,13530
351,1113,24.4430859375,71.15015556689407,1005.4333080167479,13671
352,1115,24.445234375,71.15051288100804,1005.4349539814856,13584
353,1115,24.446796875,71.15077275071063,1005.439195521864,13627
354,1115,24.4497265625,71.130700307652,1005.4385557499133,13595
355,1117,24.450703125,71.13771573695732,1005.4418676930342,13595
356,1117,24.4493359375,71.13063535148618,1005.4414612175824,13606
357,1117,24.447578125,71.12349026053633,1005.4386724010155,13562
358,1117,24.446796875,71.10965542617726,1005.439195521864,13584
359,1117,24.445625,71.10260846672398,1005.43733630893,13617
360,1117,24.4440625,71.08864511704098,1005.4330947728174,13595
361,1119,24.4450390625,71.08880743136213,1005.4311189347438,13715
362,1119,24.445625,71.08205331298227,1005.430285945189,13649
363,1119,24.4446484375,71.06818864666141,1005.4287366126056,13595
364,1120,24.445625,71.06835092800104,1005.4320485360005,13660
365,1120,24.4462109375,71.06844829757667,1005.4312155449827,13660
366,1120,24.4446484375,71.05448712498945,1005.4304992006745,13617
367,1121,24.4458203125,71.05468183563151,1005.4288332204893,13693
368,1121,24.446796875,71.04799362579081,1005.4268573631473,13715
369,1121,24.445625,71.04094868007037,1005.42852335446,13693
370,1121,24.4450390625,71.0614026885572,1005.4311189347438,13671
371,1121,24.445625,71.07520201540699,1005.4338111268944,13671
372,1121,24.4471875,71.06861058148911,1005.4310022832618,13649
373,1121,24.449140625,71.06893515413796,1005.4358635466931,13726
374,1121,24.44875,71.06201932564537,1005.4299560146012,13660
375,1122,24.449140625,71.0757862822814,1005.4288131447814,13671
376,1122,24.449140625,71.05523352835701,1005.4270505445098,13671
377,1122,24.449921875,71.04851283442012,1005.433577809079,13649
378,1122,24.44875,71.05516862236581,1005.4422942117121,13704
379,1122,24.4477734375,71.0687079526084,1005.442507463709,13682
380,1122,24.4503125,71.05542824787396,1005.4394853526322,13704
381,1122,24.4528515625,71.04899960746079,1005.4364631892647,13693
382,1122,24.453828125,71.0491618683561,1005.4415377451685,13671
383,1122,24.4563671875,71.04273338298984,1005.443803395405,13737
384,1122,24.4559765625,71.04266848129414,1005.4449462819875,13715
385,1122,24.4575390625,71.03607791498862,1005.4438999712729,13715
386,1122,24.458515625,71.00884151883398,1005.4507371828701,13759
387,1123,24.4565625,71.01536644168372,1005.4494011263357,13737
388,1123,24.4559765625,70.99472179914909,1005.4572846223127,13737
389,1123,24.4565625,70.98797041210852,1005.4546889914116,13781
390,1123,24.456953125,71.00173288147897,1005.4623592235604,13759
391,1123,24.4540234375,70.97385209534795,1005.4559485288731,13726
392,1123,24.453828125,70.97381966787646,1005.4485882007255,13815
393,1124,24.4528515625,70.98050576027757,1005.457614525007,13726
394,1124,24.4508984375,70.97333326351448,1005.4615662294184,13715
395,1124,24.4503125,70.95954021615185,1005.4606366067711,13793
396,1124,24.4512890625,70.96655011607817,1005.4604233702433,13682
397,1124,24.451875,70.96664738938797,1005.4595903822787,13638
398,1124,24.4508984375,70.96648526752624,1005.4527531971888,13759
399,1124,24.4497265625,70.95944295117565,1005.4649947947622,13671
400,1124,24.4503125,70.96638799518021,1005.4641618169497,13693
401,1124,24.4512890625,70.95285474555098,1005.4604233702433,13770
402,1124,24.449140625,70.95249813150109,1005.4499643544777,13726
403,1124,24.447578125,70.9522387807109,1005.4474853845603,13715
404,1123,24.447578125,70.9316974302273,1005.4439601908947,13759
405,1123,24.4458203125,70.93825261291184,1005.4499843212647,13781
406,1123,24.4440625,70.94480797021885,1005.4595335815488,13871
407,1125,24.4450390625,70.93812295948229,1005.4593203726229,13837
408,1125,24.4462109375,70.94516454099262,1005.455891846889,13815
409,1125,24.4481640625,70.9523360367754,1005.4537027941807,13905
410,1125,24.4462109375,70.95201185214239,1005.4506040665474,13849
411,1125,24.445625,70.9382201994581,1005.4514370403729,13849
412,1125,24.4442578125,70.95168767393403,1005.4510305167876,13826
413,1125,24.4462109375,70.94516454099262,1005.4541292533592,13826
414,1125,24.448359375,70.93867399365612,1005.4540126670558,13804
415,1125,24.447578125,70.9522387807109,1005.456298370168,13804
416,1124,24.4466015625,70.95207668855501,1005.4635619748763,13905
417,1124,24.4481640625,70.94548870298694,1005.4660409878608,13770
418,1124,24.4477734375,70.9248831433055,1005.463658636245,13815
419,1124,24.446796875,70.92472109610692,1005.4585840651599,13849
420,1124,24.4471875,70.92478591479367,1005.4574412186792,13826
421,1124,24.449140625,70.91826350764764,1005.4587773620253,13759
422,1124,24.4503125,70.91161164766899,1005.4588740018057,13916
423,1124,24.452265625,70.90508958962691,1005.4654979601719,13793
424,1124,24.453828125,70.90534882596123,1005.466214345395,13849
425,1124,24.4524609375,70.89827608152481,1005.4622826130384,13871
426,1124,24.4512890625,70.89123598150557,1005.456898155075,13804
427,1124,24.449921875,70.89100918703066,1005.489981136833,13815
428,1124,24.451875,70.89817887555903,1005.4842669195813,13916
429,1124,24.4524609375,70.89143037927367,1005.4781461149995,13770
430,1124,24.4532421875,70.89155997906975,1005.4688099484674,13860
431,1124,24.452265625,70.898243679472,1005.4707857922658,13826
432,1124,24.4512890625,70.89808167017107,1005.4709990177289,13793
433,1125,24.4524609375,70.89143037927367,1005.4675704462828,13882
434,1125,24.4548046875,70.89866491116646,1005.4642384833236,13793
435,1125,24.455,70.88500606084688,1005.459260503244,13882
436,1125,24.4565625,70.88526525002774,1005.4599768572301,13871
437,1125,24.455390625,70.88507085775694,1005.4651681040808,13882
438,1125,24.453828125,70.8711212862935,1005.4679769603158,13815
439,1125,24.455,70.87131564830986,1005.4663109749358,13737
440,1125,24.4534375,70.87105649946818,1005.4603067553577,13804
441,1125,24.4540234375,70.86430880010761,1005.4612363740432,13849
442,1124,24.4534375,70.87105649946818,1005.4603067553577,13860
443,1124,24.4540234375,70.85746413058047,1005.4629989892649,13905
444,1124,24.4548046875,70.85074921872435,1005.4624758659079,13849
445,1124,24.4544140625,70.85068444484433,1005.465381352655,13849
